,idt,name,category,description,city,country,latitude,longitude,year_founded,employees,total_money_raised
298,52cdef7c4bab8bd675298077,eXelate,advertising,smart data. smarter decisions.,Paris,FRA,48.8743443,2.3226888,2007,,$32M
299,52cdef7c4bab8bd675298077,eXelate,advertising,smart data. smarter decisions.,London,GBR,51.5150129,-0.1326786,2007,,$32M
300,52cdef7c4bab8bd67529807e,Gydget,web,Marketing Widget Maker,San Francisco,USA,37.791733,-122.398398,2007,,$1M
301,52cdef7c4bab8bd675298081,Gigya,enterprise,Connected Consumer Management Suite,Mountain View,USA,37.43938,-122.158804,2006,230.0,$69.8M
302,52cdef7c4bab8bd675298084,Baynote,software,,San Jose,USA,37.332271,-122.006539,2004,80.0,$27.8M
303,52cdef7c4bab8bd675298085,Songbird,mobile,Effortless Music Discovery,San Francisco,USA,37.787126,-122.39783,2006,,$11M
305,52cdef7c4bab8bd67529808a,GridNetworks,network_hosting,,Seattle,USA,47.602873,-122.336132,2004,,$30M
306,52cdef7c4bab8bd675298093,Qloud,games_video,,Silver Spring,USA,39.016745,-77.023821,2007,,$600k
307,52cdef7c4bab8bd675298095,Vitrue,enterprise,,Atlanta,USA,33.756806,-84.392198,2006,,$33M
308,52cdef7c4bab8bd675298095,Vitrue,enterprise,,New York,USA,40.718888,-74.001169,2006,,$33M
313,52cdef7c4bab8bd675298097,Pelago,mobile,Consumer web and mobile utility,Seattle,USA,47.607065,-122.335373,2005,,$22.4M
314,52cdef7c4bab8bd67529809f,Vringo,software,,New York,USA,40.7550005,-73.9717364,2006,,$37M
315,52cdef7c4bab8bd6752980a4,mDialog,advertising,TV ad insertion connected devices,Toronto,CAN,43.65455,-79.364013,2005,,$8.15M
317,52cdef7c4bab8bd6752980ab,BrightRoll,advertising,Online Video Advertising Network,San Francisco,USA,37.794643,-122.401144,2006,,$46M
321,52cdef7c4bab8bd6752980b6,Zmags,software,Rich-Media Marketing Platform,Copenhagen,DNK,55.6839208,12.571492,2006,95.0,$20.8M
323,52cdef7c4bab8bd6752980b6,Zmags,software,Rich-Media Marketing Platform,London,GBR,51.5111369,-0.1247662,2006,95.0,$20.8M
324,52cdef7c4bab8bd6752980ba,Turn,advertising,Cloud Marketing Platform,Redwood City,USA,37.512253,-122.201099,2004,,$61.1M
331,52cdef7c4bab8bd6752980bc,TrackVia,software,,Denver,USA,39.738499,-105.158645,2006,,$9.02M
332,52cdef7c4bab8bd6752980bd,Loopt,mobile,Social Mapping Service,Mountain View,USA,37.384717,-122.081625,2005,,$32M
333,52cdef7c4bab8bd6752980c4,MyBuys,advertising,Cross-Channel Personalization,San Mateo,USA,37.530893,-122.245087,2006,120.0,$40.8M
334,52cdef7c4bab8bd6752980c4,MyBuys,advertising,Cross-Channel Personalization,Ann Arbor,USA,42.277416,-83.733276,2006,120.0,$40.8M
335,52cdef7c4bab8bd6752980c6,Podaddies,advertising,Video Ad Network,San Francisco,USA,37.7726402,-122.4099154,2006,,$1M
336,52cdef7c4bab8bd6752980c8,Yieldex,advertising,online advertising optimization ,New York,USA,37.636288,-122.42689,2007,,$18.5M
339,52cdef7c4bab8bd6752980d1,Springbox,web,Interactive Marketing Services Agency,Austin,USA,30.269452,-97.742682,2004,65.0,$0
340,52cdef7c4bab8bd6752980d1,Springbox,web,Interactive Marketing Services Agency,Los Angeles,USA,34.0065488,-118.3923578,2004,65.0,$0
343,52cdef7c4bab8bd6752980d6,Vobile,web,,Santa Clara,USA,37.399208,-121.97895,2005,120.0,$10M
344,52cdef7c4bab8bd6752980d7,Vivox,advertising,Integrated Voice Chat Provider,Natick,USA,37.09024,-95.712891,2005,,$22.6M
345,52cdef7c4bab8bd6752980db,Billeo,ecommerce,,Santa Clara,USA,37.385216,-121.972128,2006,,$15.3M
346,52cdef7c4bab8bd6752980db,Billeo,ecommerce,,Santa Clara,USA,37.4069445,-121.9797628,2006,,$15.3M
347,52cdef7c4bab8bd6752980e4,GeoSentric,mobile,Social Network and LBS product developer,Amsterdam,NLD,37.09024,-95.712891,2007,,$24.1M
348,52cdef7c4bab8bd6752980e8,RescueTime,web,,Seattle,USA,47.603577,-122.335333,2007,,$920k
350,52cdef7c4bab8bd6752980f1,Blyk,messaging,Mobile Social Networking,Helsinki,FIN,52.146853,-1.721287,2006,100.0,€87M
354,52cdef7c4bab8bd6752980f9,Zoji,web,,Seattle,USA,47.620716,-122.347533,2004,,$1.5M
355,52cdef7c4bab8bd6752980fa,Worktopia,enterprise,,White Plains,USA,40.987453,-73.741649,2004,,$10.4M
358,52cdef7c4bab8bd67529810f,Splunk,software,Machine data analytics,San Francisco,USA,37.78274,-122.390945,2003,500.0,$40M
359,52cdef7c4bab8bd675298113,UpNext,mobile, 3D maps for the mobile devices,New York City,USA,40.757929,-73.985506,2007,,$500k
360,52cdef7c4bab8bd675298118,TrustedID,security,identity protection solutions,Palo Alto,USA,37.520592,-122.255907,2005,120.0,$25M
361,52cdef7c4bab8bd675298119,Youku,photo_video,Chinese video site,Shanghai,CHN,31.2006566,121.4384701,2006,,$120M
363,52cdef7c4bab8bd67529811c,TeamPages,web,Team and league websites.,Vancouver,CAN,49.2753229,-123.1208785,2006,,$500k
368,52cdef7c4bab8bd675298125,SeeToo,enterprise,,New York,USA,40.755861,-73.996272,2007,,$1M
369,52cdef7c4bab8bd675298129,Songza,music,Playlists For Everything,Long Island City,USA,40.7473113,-73.9549182,2007,,$6.7M
370,52cdef7c4bab8bd67529812c,CollegeFanz,network_hosting,Social network around college sports,Mt. Laurel,USA,39.935819,-74.909185,2007,,$2.5M
371,52cdef7c4bab8bd67529812e,Yodle,advertising,Online Marketing for Local Businesses,New York,USA,40.742459,-73.9918126,2005,1000.0,$40M
372,52cdef7c4bab8bd67529812e,Yodle,advertising,Online Marketing for Local Businesses,Austin,USA,30.378658,-97.731249,2005,1000.0,$40M
373,52cdef7c4bab8bd67529812e,Yodle,advertising,Online Marketing for Local Businesses,Charlotte,USA,35.139441,-80.916109,2005,1000.0,$40M
374,52cdef7c4bab8bd67529812e,Yodle,advertising,Online Marketing for Local Businesses,Scottsdale,USA,33.464377,-111.924855,2005,1000.0,$40M
375,52cdef7c4bab8bd67529812e,Yodle,advertising,Online Marketing for Local Businesses,Buford,USA,34.105226,-84.03398,2005,1000.0,$40M
376,52cdef7c4bab8bd675298130,Motionbox,games_video,Video Sharing,New York,USA,40.606061,-73.822331,2006,,$17.2M
377,52cdef7c4bab8bd675298132,Deezer,music,World's first music streaming service,Paris,FRA,48.8780596,2.3283853,2006,200.0,$149M
378,52cdef7c4bab8bd675298134,betNOW,web,Mobile Betting service,London,GBR,51.511599,-0.126389,2005,,$5M
379,52cdef7c4bab8bd675298135,eyeOS,enterprise,Leading Cloud Desktop worldwide. ,Barcelona,ESP,41.3854855,2.1702872,2005,,€1M
380,52cdef7c4bab8bd675298137,Jott,web,speech-to-text services,Seattle,USA,47.6139472,-122.327807,2006,,$5.4M
381,52cdef7c4bab8bd67529813a,HubSpot,software,inbound marketing platform,Cambridge,USA,42.375392,-71.118487,2006,650.0,$131M
382,52cdef7c4bab8bd67529813b,Kewego,games_video,Video sharing and distribution,Paris,FRA,46.227638,2.213749,2003,65.0,$19.4M
383,52cdef7c4bab8bd67529813f,Vidyo,messaging,high-definition video conferencing ,Hackensack,USA,40.909378,-74.033707,2005,80.0,$141M
384,52cdef7c4bab8bd675298142,Intronis,enterprise,Cloud backup services,Boston,USA,42.351105,-71.049124,2003,,$25.9M
385,52cdef7c4bab8bd675298146,SocialPicks,web,Collaborative Investing,New York,USA,37.09024,-95.712891,2006,,$500k
386,52cdef7c4bab8bd675298147,iMemories,enterprise,Online Video & Photo Sharing,Scottsdale,USA,33.639318,-111.883237,2006,,$16M
387,52cdef7c4bab8bd67529814d,ClickTale,analytics,Web Analytics,Ramat Gan,ISR,31.046051,34.851612,2006,,$23M
388,52cdef7c4bab8bd67529814d,ClickTale,analytics,Web Analytics,Ramat Gan,ISR,32.068424,34.824785,2006,,$23M
389,52cdef7c4bab8bd67529814f,Twenga,ecommerce,Shopping search & price comparison sites,Paris,FRA,48.856667,2.350987,2006,,€2.6M
392,52cdef7c4bab8bd675298150,TradeKing,web,Online Stock and Options Broker,Fort Lauderdale,USA,26.119102,-80.1343038,2005,,$6M
393,52cdef7c4bab8bd675298151,Viadeo,social,Professional Social Network,Paris,FRA,48.8747064,2.3304161,2004,400.0,$50.2M
394,52cdef7c4bab8bd675298155,CafeMom,network_hosting,Social network for mothers,New York,USA,37.09024,-95.712891,2006,,$17M
396,52cdef7c4bab8bd675298156,Shipwire,enterprise,ecommerce order fulfillment,Palo Alto,USA,37.4418834,-122.1430195,2006,,$10M
397,52cdef7c4bab8bd675298159,GrubHub,hospitality,online and mobile food ordering service,Chicago,USA,41.907647,-87.649878,2004,250.0,$84.1M
398,52cdef7c4bab8bd67529815f,Gilt Groupe,fashion,Designer Sample Sales Online,New York,USA,40.74727,-73.9800645,2007,,$236M
399,52cdef7c4bab8bd675298161,BeliefNet,web,,New York,USA,40.740231,-73.985433,2008,,$7M
400,52cdef7c4bab8bd675298164,Bahu,web,Global Student Social Network,Paris,PRT,48.882434,2.297035,2007,,€1M
402,52cdef7c4bab8bd675298167,AppJet,web,,San Francisco,USA,37.775196,-122.419204,2007,,$715k
403,52cdef7c4bab8bd675298168,Kosmix,web,Web guide organized by topic,Mountain View,USA,37.3867729,-122.0752224,2005,,$55M
404,52cdef7c4bab8bd67529816c,Goodreads,web,Community for book lovers,Santa Monica,USA,34.01052,-118.495981,2007,70.0,$2.75M
406,52cdef7c4bab8bd67529816f,Jobvite,social,On-demand job recruiting,Burlingame,USA,37.789034,-122.398503,2003,,$30.5M
407,52cdef7c4bab8bd675298172,ideeli,ecommerce,Online Retail Marketplace,New York,USA,40.755978,-73.990396,2007,,$107M
408,52cdef7c4bab8bd675298173,Streamezzo,mobile,media mobile products ,Paris,FRA,48.872159,2.291225,2004,,$45.5M
409,52cdef7c4bab8bd675298174,Shoeboxed,web,Painless Receipt & Expense Management,Durham,USA,35.996157,-78.902115,2007,70.0,$2.51M
410,52cdef7c4bab8bd675298174,Shoeboxed,web,Painless Receipt & Expense Management,Durham,USA,35.9939,-78.8986,2007,70.0,$2.51M
412,52cdef7c4bab8bd675298178,Qik,mobile,Live video casting from cell phones,Redwood City,USA,37.486368,-122.230116,2006,60.0,$14.8M
413,52cdef7c4bab8bd67529817d,PlayFirst,games_video,Mobile games,San Francisco,USA,37.790346,-122.40185,2004,,$37.7M
415,52cdef7c4bab8bd67529817e,Libersy,ecommerce,Online Booking made easy,Almere,NLD,52.373812,4.890951,2006,,€1.6M
416,52cdef7c4bab8bd675298183,KAYAK,search,travel search engine,Norwalk,USA,41.1010914,-73.4168779,2004,101.0,$235M
418,52cdef7c4bab8bd675298185,Acquia,enterprise,Enterprise Guide to Drupal,Burlington,USA,42.524527,-71.137784,2007,400.0,$68.5M
419,52cdef7c4bab8bd67529818a,GridPoint,cleantech,Energy Management,Arlington,USA,38.888107,-77.091562,2003,,$285M
420,52cdef7c4bab8bd67529818d,Etsy,ecommerce,Handmade marketplace,Brooklyn,USA,40.694731,-73.983268,2005,300.0,$91.7M
421,52cdef7c4bab8bd67529818f,Kior,cleantech,Biofuels,Pasadena,USA,37.09024,-95.712891,2007,,$298M
422,52cdef7c4bab8bd675298191,Causes,nonprofit,Campaigning Platform,San Francisco,USA,37.870258,-122.272513,2007,,$16.4M
423,52cdef7c4bab8bd675298193,Challenge Games,network_hosting,Online social games,Austin,USA,30.268236,-97.740651,2006,,$14.5M
424,52cdef7c4bab8bd675298198,Tesla Motors,automotive,Electric Sport Cars,Palo Alto,USA,37.496737,-122.245323,2003,500.0,$823M
426,52cdef7c4bab8bd67529819d,Bunchball,software,Gamification,Redwood City,USA,37.3208403,-121.9479223,2005,60.0,$12.5M
428,52cdef7c4bab8bd6752981a1,Delve Networks,games_video,,Seattle,USA,47.600818,-122.334117,2006,,$9.65M
431,52cdef7c4bab8bd6752981ae,LifeOnKey,web,health record platform,New York,USA,37.09024,-95.712891,2003,,$10M
432,52cdef7c4bab8bd6752981af,Scrapblog,web,"Online, Multimedia Scrapbook Editor",San Francisco,USA,25.752358,-80.25468,2006,,$10M
433,52cdef7c4bab8bd6752981b1,Blekko,search,Search engine,Redwood Shores,USA,37.09024,-95.712891,2007,,$60.2M
434,52cdef7c4bab8bd6752981b8,Meraki,network_hosting,Cloud-managed network infrastructure,San Francisco,USA,37.392443,-122.072517,2006,,$80M
435,52cdef7c4bab8bd6752981ba,SugarCRM,software,CRM software company,Cupertino,USA,37.323739,-122.014147,2004,,$135M
436,52cdef7c4bab8bd6752981c3,Jobfox,web,job search and career networking site,McLean,USA,38.92719,-77.216969,2004,,$42M
437,52cdef7c4bab8bd6752981c7,Outspark,games_video,Video game publishing,San Francisco,USA,37.775196,-122.419204,2007,,$23.3M
438,52cdef7c4bab8bd6752981c8,ARPU,advertising,Performance based ad network,Washington,USA,37.09024,-95.712891,2005,,$15.6M
439,52cdef7c4bab8bd6752981cd,Joyent,enterprise,Cloud Computing,San Francisco,USA,37.856743,-122.480153,2004,,$112M
440,52cdef7c4bab8bd6752981cf,Woot,web,"""one deal per day"" ecommerce",Carrollton,USA,33.020526,-96.848836,2004,200.0,$0
441,52cdef7c4bab8bd6752981d4,PLYmedia,advertising,,Palo Alto,USA,37.400821,-122.131383,2006,,$5.7M
442,52cdef7c4bab8bd6752981d7,fabrik,network_hosting,,San Mateo,USA,37.553743,-122.300246,2005,175.0,$51.3M
443,52cdef7c4bab8bd6752981dc,RazorGator,ecommerce,online ticket reselling,Los Angeles,USA,34.047312,-118.445243,2011,,$58.8M
444,52cdef7c4bab8bd6752981dd,yoonew,web,,New York,USA,40.75362,-73.986557,2004,,$4M
445,52cdef7c4bab8bd6752981e0,AF83,web,360 web experts,PARIS,FRA,48.862063,2.35022,2006,55.0,$0
447,52cdef7c4bab8bd6752981e1,Zynga,games_video,Network of gaming applications,San Francisco,USA,37.765158,-122.404234,2007,115.0,$860M
460,52cdef7c4bab8bd6752981f7,blinkbox music,music,Music,Oxford,GBR,51.7319786,-1.2063327,2007,,$6M
462,52cdef7c4bab8bd675298202,XING,network_hosting,,Hamburg,DEU,53.555554,9.98793,2003,500.0,€5.7M
466,52cdef7c4bab8bd675298207,Amobee,advertising,Mobile Advertising Service ,Redwood City,USA,37.52845,-122.263721,2005,,$60M
467,52cdef7c4bab8bd675298208,Visible Measures,advertising,Social video analytics & advertising,Boston,USA,42.3536303,-71.0590483,2005,,$90M
470,52cdef7c4bab8bd67529821e,Heroku,enterprise,cloud application platform,San Francisco,USA,37.775196,-122.419204,2007,80.0,$13M
473,52cdef7c4bab8bd675298233,Seatwave,ecommerce,UK based ticket reseller ,London,GBR,51.500152,-0.126236,2006,,$53M
474,52cdef7c4bab8bd675298238,BreakingPoint Systems,security,,Austin,USA,30.384453,-97.709809,2005,109.0,$20M
475,52cdef7c4bab8bd67529824d,Citrix Online,web,,Goleta,USA,34.431454,-119.855405,2003,700.0,$0
476,52cdef7c4bab8bd67529824e,EnterpriseDB,enterprise,Relational Database Management System,Bedford,USA,40.562967,-74.332355,2004,,$56.6M
477,52cdef7c4bab8bd675298258,Survey Analytics,web,,Seattle,USA,47.650674,-122.349863,2003,100.0,$0
478,52cdef7c4bab8bd67529825c,VentureBeat,public_relations,Blog about Venture Funding,,USA,37.269175,-119.306607,2006,,$320k
481,52cdef7c4bab8bd675298285,RocketOn,web,Multiplayer social games,South San Francisco,USA,37.65466,-122.40788,2007,,$5.8M
482,52cdef7c4bab8bd675298299,Limeade,health,,Bellevue,USA,47.6097449,-122.196699,2006,55.0,$8.99M
483,52cdef7c4bab8bd67529829d,Mixbook,web,Online Photo Book Software,Palo Alto,USA,37.383844,-121.918319,2006,90.0,$11M
485,52cdef7c4bab8bd6752982a6,GameDuell,games_video,Casual Online Games,Berlin,DEU,52.5131826,13.3941489,2003,200.0,$17.5M
486,52cdef7c4bab8bd6752982b4,stickK,web,,New York,USA,40.744837,-73.983843,2007,,$2.23M
488,52cdef7c4bab8bd6752982c2,amiando,web,Online Event Registration,Munich,DEU,48.124827,11.556452,2006,76.0,$0
489,52cdef7c4bab8bd6752982c2,amiando,web,Online Event Registration,London,GBR,51.5248598,-0.0836311,2006,76.0,$0
490,52cdef7c4bab8bd6752982c2,amiando,web,Online Event Registration,Hong Kong,HKG,22.2799907,114.1587983,2006,76.0,$0
491,52cdef7c4bab8bd6752982c2,amiando,web,Online Event Registration,Paris,FRA,48.857993,2.381153,2006,76.0,$0
492,52cdef7c4bab8bd6752982c6,Qype,web,"Location-based reviews, recommendations",Hamburg,DEU,53.54598,9.987181,2005,,£14.5M
494,52cdef7c4bab8bd6752982ca,GumGum,advertising,Premium In-Image Advertising Platform,Santa Monica,USA,34.052187,-118.243425,2007,55.0,$10.8M
495,52cdef7c4bab8bd6752982cf,TwoFish,ecommerce,managing microtransactions w/i games,Redwood City,USA,37.522281,-122.258139,2006,,$9.5M
497,52cdef7c4bab8bd6752982d4,Advaliant,advertising,,Toronto,CAN,43.646599,-79.403014,2013,60.0,$100k
498,52cdef7c4bab8bd6752982d4,Advaliant,advertising,,New York,USA,40.743662,-73.984268,2013,60.0,$100k
499,52cdef7c4bab8bd6752982d4,Advaliant,advertising,,New York,USA,40.743662,-73.984268,2013,60.0,$100k
500,52cdef7c4bab8bd6752982f0,Sparkplay Media,web,MMO Game developer,Mill Valley,USA,37.905544,-122.547445,2006,,$7.05M
501,52cdef7c4bab8bd6752982f1,TheLadders,web,,New York,USA,40.725883,-74.006196,2003,110.0,$7.25M
502,52cdef7c4bab8bd6752982f4,Cellfire,mobile,Digital coupon provider,San Jose,USA,37.395923,-121.92902,2005,,$26M
504,52cdef7c4bab8bd67529830b,MOG,music,"Subscription music service, ad network",Berkeley,USA,37.872222,-122.268403,2005,60.0,$24.9M
509,52cdef7c4bab8bd67529831a,Social Gaming Network,games_video,social gaming platform,Los Angeles,USA,37.446823,-122.161523,2011,100.0,$17.1M
510,52cdef7c4bab8bd67529831a,Social Gaming Network,games_video,social gaming platform,Beverly Hills,USA,34.0698494,-118.4054182,2011,100.0,$17.1M
511,52cdef7c4bab8bd67529834f,doubleTwist,software,Music for the Internet of Things,San Francisco,USA,37.775196,-122.419204,2007,,$7.5M
512,52cdef7c4bab8bd675298360,MediaTrust,advertising,Performance Marketing Company,New York,USA,40.743662,-73.984268,2004,60.0,$21M
513,52cdef7c4bab8bd675298367,JackPot Rewards,web,Retail Portal for Charity,Newton,USA,42.337037,-71.251748,2008,,$16.7M
514,52cdef7c4bab8bd67529836b,AdoTube,advertising,Video Advertising Management Platform,New York,USA,40.752672,-73.97593,2007,160.0,$1.23M
517,52cdef7c4bab8bd675298373,P2P-Next,hardware,Social Media Conglomerate,,NLD,52.132633,5.291266,2008,,€19M
518,52cdef7c4bab8bd675298375,FameCast,games_video,online talent competition,Austin,USA,30.268735,-97.745209,2007,,$9.7M
519,52cdef7c4bab8bd675298376,Grooveshark,web,Streaming music service,Gainesville,USA,29.6502461,-82.3230981,2006,113.0,$4.44M
522,52cdef7c4bab8bd675298382,Evernote,software,Remember everything.,Redwood City,USA,37.386774,-121.987661,2004,280.0,$251M
523,52cdef7c4bab8bd67529838b,Raptr,games_video,Social Gaming Community,Mountain View,USA,37.40384,-122.07808,2007,,$27M
524,52cdef7c4bab8bd675298396,GoldSpot Media,advertising,Mobile Video and Rich Media Advertising,Sunnyvale,USA,37.384206,-121.992805,2006,,$17.1M
525,52cdef7c4bab8bd675298397,Ad Infuse,advertising,Advertising for Mobile video,San Francisco,USA,37.793375,-122.404571,2005,,$17.6M
526,52cdef7c4bab8bd67529839a,EVO Media Group,finance,,Seattle,USA,47.613896,-122.3413,2007,,$1.5M
527,52cdef7c4bab8bd67529839d,Covario,enterprise,Marketing Analytics,San Diego,USA,32.912063,-117.114827,2006,100.0,$16M
528,52cdef7c4bab8bd67529839e,SendMe,mobile,Mobile Content ,San Francisco,USA,37.787126,-122.39783,2006,,$34.5M
529,52cdef7c4bab8bd6752983a3,Kluster,web,Project Collaboration Tool,New York,USA,40.723652,-73.985281,2008,,$1M
530,52cdef7c4bab8bd6752983a5,Blog Talk Radio,web,Podcast and web radio site,New York,USA,40.757929,-73.985506,2006,,$6.54M
531,52cdef7c4bab8bd6752983bc,Flurry,advertising,Mobile Analytics and Advertising,San Francisco,USA,37.783046,-122.394067,2005,150.0,$63.3M
536,52cdef7c4bab8bd6752983be,Issuu,web,digital publishing platform and discover,Palo Alto,USA,37.4784804,-122.1514101,2006,,$6.25M
537,52cdef7c4bab8bd6752983c2,Howcast,photo_video,,New York City,USA,40.646166,-73.889492,2008,,$11M
538,52cdef7c4bab8bd6752983c7,SugarSync,web,Data Sync and Online Backup,San Mateo,USA,37.54763,-122.307887,2004,60.0,$61M
539,52cdef7c4bab8bd6752983cd,BillShrink,web,Product and service recomendations,Redwood City,USA,37.503147,-122.211435,2008,,$9M
540,52cdef7c4bab8bd6752983cf,Teneros,messaging,Data continuity Software,Mountain View,USA,37.389022,-122.062778,2004,,$92.5M
541,52cdef7c4bab8bd6752983d4,Outbrain,web,Content discovery platform,New York City,USA,40.757929,-73.985506,2006,,$99M
545,52cdef7c4bab8bd6752983dc,Kazeon,enterprise,Legal Software,Mountain View,USA,37.431769,-122.099577,2003,,$41M
547,52cdef7c4bab8bd6752983ec,MoFuse,mobile,Building mobile Website,Providence,USA,41.826956,-71.408718,2007,,$1.83M
548,52cdef7c4bab8bd6752983f3,OLX,web,international online classifieds,New York,USA,40.8587524,-73.7258199,2006,85.0,$28.5M
551,52cdef7c4bab8bd67529840b,Right Media,advertising,Digital Advertisng Exchange,New York,USA,40.74632,-73.982607,2003,,$45M
553,52cdef7c4bab8bd67529841d,FreshBooks,web,"Online billing, invoicing, time tracking",Toronto,CAN,43.70391,-79.452609,2003,110.0,$0
554,52cdef7c4bab8bd675298430,Mzinga,social,Social software solutions,Burlington,USA,42.489827,-71.223359,2007,,$42.5M
555,52cdef7c4bab8bd67529843a,AtomicOnline,web,A diversified online media company,Los Angeles,USA,33.988735,-118.368871,2004,110.0,$0
560,52cdef7c4bab8bd675298441,Phreesia,software,patient check-in software,New York,USA,40.739794,-73.985878,2005,70.0,$42.7M
561,52cdef7c4bab8bd675298447,99designs,design,Online graphic design marketplace,San Francisco,USA,37.7955307,-122.4005983,2008,100.0,$35M
562,52cdef7c4bab8bd675298447,99designs,design,Online graphic design marketplace,Collingwood,AUS,-37.8026587,144.9868546,2008,100.0,$35M
563,52cdef7c4bab8bd675298447,99designs,design,Online graphic design marketplace,Berlin,DEU,52.4986199,13.4469031,2008,100.0,$35M
